Transaction Date,Transaction Type,Transaction Number,Order Number,Order Item ID,Item Name,Comment,Amount,Statement Period
2026-01-12,Item Price Credit,MY100201,726721223,726721223-1,Baby Hair Clip Set,,210.00,12 Jan 2026 - 18 Jan 2026
2026-01-12,Commission,MY100202,726721223,726721223-1,Baby Hair Clip Set,,-9.45,12 Jan 2026 - 18 Jan 2026
2026-01-12,Payment Fee,MY100203,726721223,726721223-1,Baby Hair Clip Set,,-6.87,12 Jan 2026 - 18 Jan 2026
2026-01-12,Shipping Fee (Paid By Customer),MY100204,726721223,726721223-1,Baby Hair Clip Set,,2.50,12 Jan 2026 - 18 Jan 2026
2026-01-12,Shipping Fee Paid by Seller,MY100205,726721223,726721223-1,Baby Hair Clip Set,,-2.87,12 Jan 2026 - 18 Jan 2026
2026-01-12,Shipping Fee Voucher (by Lazada),MY100206,726721223,726721223-1,Baby Hair Clip Set,,1.25,12 Jan 2026 - 18 Jan 2026
2026-01-12,Lazcoin discount,MY100207,726721223,726721223-1,Baby Hair Clip Set,,-21.00,12 Jan 2026 - 18 Jan 2026
2026-01-12,Shipping Fee (Charged By 3P),MY100208,726721223,726721223-1,Baby Hair Clip Set,,-60.90,12 Jan 2026 - 18 Jan 2026
2026-01-12,FBL Handling Fee,MY100209,726721223,726721223-1,Baby Hair Clip Set,,-6.30,12 Jan 2026 - 18 Jan 2026
2026-01-14,Reversal Item Price,MY100210,772008820,772008820-1,Poly Mailer 100pcs,Partial return accepted,-24.00,12 Jan 2026 - 18 Jan 2026
2026-01-14,Reversal Commission,MY100211,772008820,772008820-1,Poly Mailer 100pcs,,1.08,12 Jan 2026 - 18 Jan 2026
2026-01-14,Payment Fee Credit,MY100212,772008820,772008820-1,Poly Mailer 100pcs,,0.79,12 Jan 2026 - 18 Jan 2026
2026-01-14,Reversal Promotional Charges Vouchers,MY100213,772008820,772008820-1,Poly Mailer 100pcs,Reverses LCP Fee,2.40,12 Jan 2026 - 18 Jan 2026
2026-01-16,Reversal Item Price,MY100214,754658817,754658817-1,Cotton Tote Bag,Buyer returned item,-129.00,12 Jan 2026 - 18 Jan 2026
2026-01-16,Reversal Commission,MY100215,754658817,754658817-1,Cotton Tote Bag,,5.80,12 Jan 2026 - 18 Jan 2026
2026-01-16,Payment Fee Credit,MY100216,754658817,754658817-1,Cotton Tote Bag,,4.22,12 Jan 2026 - 18 Jan 2026
2026-01-16,Reversal Promotional Charges Vouchers,MY100217,754658817,754658817-1,Cotton Tote Bag,Reverses Promotional Charges Flexi-Combo,12.90,12 Jan 2026 - 18 Jan 2026
2026-01-16,Return shipping fees,MY100218,754658817,754658817-1,Cotton Tote Bag,Return leg charged to seller,-2.50,12 Jan 2026 - 18 Jan 2026
2026-01-17,Reversal Item Price,MY100219,771854285,771854285-1,Cotton Tote Bag,Partial return accepted,-105.00,12 Jan 2026 - 18 Jan 2026
2026-01-17,Reversal Commission,MY100220,771854285,771854285-1,Cotton Tote Bag,,4.73,12 Jan 2026 - 18 Jan 2026
2026-01-17,Payment Fee Credit,MY100221,771854285,771854285-1,Cotton Tote Bag,,3.44,12 Jan 2026 - 18 Jan 2026
2026-01-17,Reversal Promotional Charges Vouchers,MY100222,771854285,771854285-1,Cotton Tote Bag,Reverses Promotional Charges Flexi-Combo,5.25,12 Jan 2026 - 18 Jan 2026
2026-01-20,Item Price Credit,MY100223,782982521,782982521-1,Baby Hair Clip Set,,129.00,19 Jan 2026 - 25 Jan 2026
2026-01-20,Commission,MY100224,782982521,782982521-1,Baby Hair Clip Set,,-5.80,19 Jan 2026 - 25 Jan 2026
2026-01-20,Payment Fee,MY100225,782982521,782982521-1,Baby Hair Clip Set,,-4.22,19 Jan 2026 - 25 Jan 2026
2026-01-20,Shipping Fee (Paid By Customer),MY100226,782982521,782982521-1,Baby Hair Clip Set,,5.00,19 Jan 2026 - 25 Jan 2026
2026-01-20,Shipping Fee Paid by Seller,MY100227,782982521,782982521-1,Baby Hair Clip Set,,-5.75,19 Jan 2026 - 25 Jan 2026
2026-01-20,Lazcoin discount,MY100228,782982521,782982521-1,Baby Hair Clip Set,,-12.90,19 Jan 2026 - 25 Jan 2026
2026-01-20,Shipping Fee (Charged By 3P),MY100229,782982521,782982521-1,Baby Hair Clip Set,,-37.41,19 Jan 2026 - 25 Jan 2026
2026-01-21,Item Price Credit,MY100230,753221100,753221100-1,Ceramic Mug 350ml,,62.50,19 Jan 2026 - 25 Jan 2026
2026-01-21,Commission,MY100231,753221100,753221100-1,Ceramic Mug 350ml,,-2.81,19 Jan 2026 - 25 Jan 2026
2026-01-21,Payment Fee,MY100232,753221100,753221100-1,Ceramic Mug 350ml,,-2.04,19 Jan 2026 - 25 Jan 2026
2026-01-21,Promotional Charges Vouchers,MY100233,753221100,753221100-1,Ceramic Mug 350ml,,-6.25,19 Jan 2026 - 25 Jan 2026
2026-01-22,Item Price Credit,MY100234,791068110,791068110-1,Stainless Straw Set,,210.00,19 Jan 2026 - 25 Jan 2026
2026-01-22,Commission,MY100235,791068110,791068110-1,Stainless Straw Set,,-9.45,19 Jan 2026 - 25 Jan 2026
2026-01-22,Payment Fee,MY100236,791068110,791068110-1,Stainless Straw Set,,-6.87,19 Jan 2026 - 25 Jan 2026
2026-01-22,Shipping Fee (Paid By Customer),MY100237,791068110,791068110-1,Stainless Straw Set,,5.00,19 Jan 2026 - 25 Jan 2026
2026-01-22,Shipping Fee Paid by Seller,MY100238,791068110,791068110-1,Stainless Straw Set,,-5.75,19 Jan 2026 - 25 Jan 2026
2026-01-22,Promotional Charges Flexi-Combo,MY100239,791068110,791068110-1,Stainless Straw Set,,-10.50,19 Jan 2026 - 25 Jan 2026
2026-01-25,Item Price Credit,MY100240,717073078,717073078-1,Cotton Tote Bag,,24.00,19 Jan 2026 - 25 Jan 2026
2026-01-25,Commission,MY100241,717073078,717073078-1,Cotton Tote Bag,,-1.08,19 Jan 2026 - 25 Jan 2026
2026-01-25,Payment Fee,MY100242,717073078,717073078-1,Cotton Tote Bag,,-0.78,19 Jan 2026 - 25 Jan 2026
2026-01-25,Seller Funded Marketing Voucher,MY100243,717073078,717073078-1,Cotton Tote Bag,,-1.20,19 Jan 2026 - 25 Jan 2026
2026-01-25,Shipping Fee (Charged By 3P),MY100244,717073078,717073078-1,Cotton Tote Bag,,-6.96,19 Jan 2026 - 25 Jan 2026
2026-01-25,FBL Handling Fee,MY100245,717073078,717073078-1,Cotton Tote Bag,,-0.72,19 Jan 2026 - 25 Jan 2026
2026-01-24,Item Price Credit,MY100246,730124411,730124411-1,Ceramic Mug 350ml,,129.00,19 Jan 2026 - 25 Jan 2026
2026-01-24,Commission,MY100247,730124411,730124411-1,Ceramic Mug 350ml,,-5.80,19 Jan 2026 - 25 Jan 2026
2026-01-24,Payment Fee,MY100248,730124411,730124411-1,Ceramic Mug 350ml,,-4.22,19 Jan 2026 - 25 Jan 2026
2026-01-24,Lazcoin discount,MY100249,730124411,730124411-1,Ceramic Mug 350ml,,-12.90,19 Jan 2026 - 25 Jan 2026
2026-01-23,Item Price Credit,MY100250,702776627,702776627-1,Poly Mailer 100pcs,,19.50,19 Jan 2026 - 25 Jan 2026
2026-01-23,Commission,MY100251,702776627,702776627-1,Poly Mailer 100pcs,,-0.88,19 Jan 2026 - 25 Jan 2026
2026-01-23,Payment Fee,MY100252,702776627,702776627-1,Poly Mailer 100pcs,,-0.64,19 Jan 2026 - 25 Jan 2026
2026-01-23,Shipping Fee (Paid By Customer),MY100253,702776627,702776627-1,Poly Mailer 100pcs,,3.90,19 Jan 2026 - 25 Jan 2026
2026-01-23,Shipping Fee Paid by Seller,MY100254,702776627,702776627-1,Poly Mailer 100pcs,,-4.48,19 Jan 2026 - 25 Jan 2026
2026-01-23,Shipping Fee Voucher (by Lazada),MY100255,702776627,702776627-1,Poly Mailer 100pcs,,1.95,19 Jan 2026 - 25 Jan 2026
2026-01-23,Promotional Charges Flexi-Combo,MY100256,702776627,702776627-1,Poly Mailer 100pcs,,-1.95,19 Jan 2026 - 25 Jan 2026
2026-01-23,Shipping Fee (Charged By 3P),MY100257,702776627,702776627-1,Poly Mailer 100pcs,,-3.51,19 Jan 2026 - 25 Jan 2026
2026-01-23,Item Price Credit,MY100258,733815989,733815989-1,Stainless Straw Set,,19.50,19 Jan 2026 - 25 Jan 2026
2026-01-23,Commission,MY100259,733815989,733815989-1,Stainless Straw Set,,-0.88,19 Jan 2026 - 25 Jan 2026
2026-01-23,Payment Fee,MY100260,733815989,733815989-1,Stainless Straw Set,,-0.64,19 Jan 2026 - 25 Jan 2026
2026-01-23,Lazcoin discount,MY100261,733815989,733815989-1,Stainless Straw Set,,-1.95,19 Jan 2026 - 25 Jan 2026
2026-01-23,Shipping Fee (Charged By 3P),MY100262,733815989,733815989-1,Stainless Straw Set,,-3.51,19 Jan 2026 - 25 Jan 2026
2026-01-24,Item Price Credit,MY100263,798974719,798974719-1,Poly Mailer 100pcs,,19.50,19 Jan 2026 - 25 Jan 2026
2026-01-24,Commission,MY100264,798974719,798974719-1,Poly Mailer 100pcs,,-0.88,19 Jan 2026 - 25 Jan 2026
2026-01-24,Payment Fee,MY100265,798974719,798974719-1,Poly Mailer 100pcs,,-0.64,19 Jan 2026 - 25 Jan 2026
2026-01-24,Seller Funded Marketing Voucher,MY100266,798974719,798974719-1,Poly Mailer 100pcs,,-1.95,19 Jan 2026 - 25 Jan 2026
2026-01-24,Campaign Fee,MY100267,798974719,798974719-1,Poly Mailer 100pcs,,-0.39,19 Jan 2026 - 25 Jan 2026
2026-01-24,Seller Picks Commission,MY100268,798974719,798974719-1,Poly Mailer 100pcs,,-0.58,19 Jan 2026 - 25 Jan 2026
2026-01-23,Item Price Credit,MY100269,762923404,762923404-1,Cotton Tote Bag,,19.50,19 Jan 2026 - 25 Jan 2026
2026-01-23,Commission,MY100270,762923404,762923404-1,Cotton Tote Bag,,-0.88,19 Jan 2026 - 25 Jan 2026
2026-01-23,Payment Fee,MY100271,762923404,762923404-1,Cotton Tote Bag,,-0.64,19 Jan 2026 - 25 Jan 2026
2026-01-23,Shipping Fee (Paid By Customer),MY100272,762923404,762923404-1,Cotton Tote Bag,,5.00,19 Jan 2026 - 25 Jan 2026
2026-01-23,Shipping Fee Paid by Seller,MY100273,762923404,762923404-1,Cotton Tote Bag,,-5.75,19 Jan 2026 - 25 Jan 2026
2026-01-23,Shipping Fee Voucher (by Lazada),MY100274,762923404,762923404-1,Cotton Tote Bag,,2.50,19 Jan 2026 - 25 Jan 2026
2026-01-23,Lazcoin discount,MY100275,762923404,762923404-1,Cotton Tote Bag,,-0.97,19 Jan 2026 - 25 Jan 2026
2026-01-23,Item Price Credit,MY100276,782380971,782380971-1,Cotton Tote Bag,,19.50,19 Jan 2026 - 25 Jan 2026
2026-01-23,Commission,MY100277,782380971,782380971-1,Cotton Tote Bag,,-0.88,19 Jan 2026 - 25 Jan 2026
2026-01-23,Payment Fee,MY100278,782380971,782380971-1,Cotton Tote Bag,,-0.64,19 Jan 2026 - 25 Jan 2026
2026-01-23,Shipping Fee (Paid By Customer),MY100279,782380971,782380971-1,Cotton Tote Bag,,3.90,19 Jan 2026 - 25 Jan 2026
2026-01-23,Shipping Fee Paid by Seller,MY100280,782380971,782380971-1,Cotton Tote Bag,,-4.48,19 Jan 2026 - 25 Jan 2026
2026-01-23,Promotional Charges Flexi-Combo,MY100281,782380971,782380971-1,Cotton Tote Bag,,-1.95,19 Jan 2026 - 25 Jan 2026
2026-01-23,Reimbursements Withholding tax,MY100282,782380971,782380971-1,Cotton Tote Bag,,-0.19,19 Jan 2026 - 25 Jan 2026
2026-01-20,Item Price Credit,MY100283,708723384,708723384-1,Ceramic Mug 350ml,,24.00,19 Jan 2026 - 25 Jan 2026
2026-01-20,Commission,MY100284,708723384,708723384-1,Ceramic Mug 350ml,,-1.08,19 Jan 2026 - 25 Jan 2026
2026-01-20,Payment Fee,MY100285,708723384,708723384-1,Ceramic Mug 350ml,,-0.78,19 Jan 2026 - 25 Jan 2026
2026-01-20,Shipping Fee (Paid By Customer),MY100286,708723384,708723384-1,Ceramic Mug 350ml,,3.90,19 Jan 2026 - 25 Jan 2026
2026-01-20,Shipping Fee Paid by Seller,MY100287,708723384,708723384-1,Ceramic Mug 350ml,,-4.48,19 Jan 2026 - 25 Jan 2026
2026-01-20,Lazcoin discount,MY100288,708723384,708723384-1,Ceramic Mug 350ml,,-2.40,19 Jan 2026 - 25 Jan 2026
2026-01-20,Shipping Fee (Charged By 3P),MY100289,708723384,708723384-1,Ceramic Mug 350ml,,-6.96,19 Jan 2026 - 25 Jan 2026
2026-01-20,Import Duties and Tax (Charged by 3PL),MY100290,708723384,708723384-1,Ceramic Mug 350ml,Cross-border shipment,-1.44,19 Jan 2026 - 25 Jan 2026
2026-01-20,Campaign Fee,MY100291,708723384,708723384-1,Ceramic Mug 350ml,,-0.48,19 Jan 2026 - 25 Jan 2026
2026-01-22,Item Price Credit,MY100292,782414368,782414368-1,Poly Mailer 100pcs,,210.00,19 Jan 2026 - 25 Jan 2026
2026-01-22,Commission,MY100293,782414368,782414368-1,Poly Mailer 100pcs,,-9.45,19 Jan 2026 - 25 Jan 2026
2026-01-22,Payment Fee,MY100294,782414368,782414368-1,Poly Mailer 100pcs,,-6.87,19 Jan 2026 - 25 Jan 2026
2026-01-22,Shipping Fee (Paid By Customer),MY100295,782414368,782414368-1,Poly Mailer 100pcs,,5.00,19 Jan 2026 - 25 Jan 2026
2026-01-22,Shipping Fee Paid by Seller,MY100296,782414368,782414368-1,Poly Mailer 100pcs,,-5.75,19 Jan 2026 - 25 Jan 2026
2026-01-22,LCP Fee,MY100297,782414368,782414368-1,Poly Mailer 100pcs,,-10.50,19 Jan 2026 - 25 Jan 2026
2026-01-21,Item Price Credit,MY100298,794060551,794060551-1,Stainless Straw Set,,129.00,19 Jan 2026 - 25 Jan 2026
2026-01-21,Commission,MY100299,794060551,794060551-1,Stainless Straw Set,,-5.80,19 Jan 2026 - 25 Jan 2026
2026-01-21,Payment Fee,MY100300,794060551,794060551-1,Stainless Straw Set,,-4.22,19 Jan 2026 - 25 Jan 2026
2026-01-21,LCP Fee,MY100301,794060551,794060551-1,Stainless Straw Set,,-6.45,19 Jan 2026 - 25 Jan 2026
2026-01-23,Item Price Credit,MY100302,744906173,744906173-1,Stainless Straw Set,,19.50,19 Jan 2026 - 25 Jan 2026
2026-01-23,Commission,MY100303,744906173,744906173-1,Stainless Straw Set,,-0.88,19 Jan 2026 - 25 Jan 2026
2026-01-23,Payment Fee,MY100304,744906173,744906173-1,Stainless Straw Set,,-0.64,19 Jan 2026 - 25 Jan 2026
2026-01-23,Shipping Fee (Charged By 3P),MY100305,744906173,744906173-1,Stainless Straw Set,,-3.51,19 Jan 2026 - 25 Jan 2026
2026-01-23,FBL Handling Fee,MY100306,744906173,744906173-1,Stainless Straw Set,,-0.58,19 Jan 2026 - 25 Jan 2026
2026-01-23,Import Duties and Tax (Charged by 3PL),MY100307,744906173,744906173-1,Stainless Straw Set,Cross-border shipment,-1.17,19 Jan 2026 - 25 Jan 2026
2026-01-21,Item Price Credit,MY100308,771163852,771163852-1,Poly Mailer 100pcs,,35.90,19 Jan 2026 - 25 Jan 2026
2026-01-21,Commission,MY100309,771163852,771163852-1,Poly Mailer 100pcs,,-1.62,19 Jan 2026 - 25 Jan 2026
2026-01-21,Payment Fee,MY100310,771163852,771163852-1,Poly Mailer 100pcs,,-1.17,19 Jan 2026 - 25 Jan 2026
2026-01-21,Shipping Fee (Paid By Customer),MY100311,771163852,771163852-1,Poly Mailer 100pcs,,5.00,19 Jan 2026 - 25 Jan 2026
2026-01-21,Shipping Fee Paid by Seller,MY100312,771163852,771163852-1,Poly Mailer 100pcs,,-5.75,19 Jan 2026 - 25 Jan 2026
2026-01-21,LCP Fee,MY100313,771163852,771163852-1,Poly Mailer 100pcs,,-3.59,19 Jan 2026 - 25 Jan 2026
2026-01-21,Seller Picks Commission,MY100314,771163852,771163852-1,Poly Mailer 100pcs,,-1.08,19 Jan 2026 - 25 Jan 2026
2026-01-20,Item Price Credit,MY100315,712961975,712961975-1,Baby Hair Clip Set,,129.00,19 Jan 2026 - 25 Jan 2026
2026-01-20,Commission,MY100316,712961975,712961975-1,Baby Hair Clip Set,,-5.80,19 Jan 2026 - 25 Jan 2026
2026-01-20,Payment Fee,MY100317,712961975,712961975-1,Baby Hair Clip Set,,-4.22,19 Jan 2026 - 25 Jan 2026
2026-01-20,Shipping Fee (Paid By Customer),MY100318,712961975,712961975-1,Baby Hair Clip Set,,3.90,19 Jan 2026 - 25 Jan 2026
2026-01-20,Shipping Fee Paid by Seller,MY100319,712961975,712961975-1,Baby Hair Clip Set,,-4.48,19 Jan 2026 - 25 Jan 2026
2026-01-20,Shipping Fee Voucher (by Lazada),MY100320,712961975,712961975-1,Baby Hair Clip Set,,1.95,19 Jan 2026 - 25 Jan 2026
2026-01-20,Seller Funded Marketing Voucher,MY100321,712961975,712961975-1,Baby Hair Clip Set,,-6.45,19 Jan 2026 - 25 Jan 2026
2026-01-22,Item Price Credit,MY100322,789009764,789009764-1,Baby Hair Clip Set,,62.50,19 Jan 2026 - 25 Jan 2026
2026-01-22,Commission,MY100323,789009764,789009764-1,Baby Hair Clip Set,,-2.81,19 Jan 2026 - 25 Jan 2026
2026-01-22,Payment Fee,MY100324,789009764,789009764-1,Baby Hair Clip Set,,-2.04,19 Jan 2026 - 25 Jan 2026
2026-01-22,Promotional Charges Bundles,MY100325,789009764,789009764-1,Baby Hair Clip Set,,-6.25,19 Jan 2026 - 25 Jan 2026
2026-01-22,Item Price Credit,MY100326,729045180,729045180-1,Stainless Straw Set,,24.00,19 Jan 2026 - 25 Jan 2026
2026-01-22,Commission,MY100327,729045180,729045180-1,Stainless Straw Set,,-1.08,19 Jan 2026 - 25 Jan 2026
2026-01-22,Payment Fee,MY100328,729045180,729045180-1,Stainless Straw Set,,-0.78,19 Jan 2026 - 25 Jan 2026
2026-01-22,Promotional Charges Flexi-Combo,MY100329,729045180,729045180-1,Stainless Straw Set,,-2.40,19 Jan 2026 - 25 Jan 2026
2026-01-22,Campaign Fee,MY100330,729045180,729045180-1,Stainless Straw Set,,-0.48,19 Jan 2026 - 25 Jan 2026
2026-01-23,Reversal Item Price,MY100331,749362030,749362030-1,Ceramic Mug 350ml,Buyer returned item,-48.00,19 Jan 2026 - 25 Jan 2026
2026-01-23,Reversal Commission,MY100332,749362030,749362030-1,Ceramic Mug 350ml,,2.16,19 Jan 2026 - 25 Jan 2026
2026-01-23,Payment Fee Credit,MY100333,749362030,749362030-1,Ceramic Mug 350ml,,1.57,19 Jan 2026 - 25 Jan 2026
2026-01-23,Reversal Item Price,MY100334,772294029,772294029-1,Stainless Straw Set,Buyer returned item,-19.50,19 Jan 2026 - 25 Jan 2026
2026-01-23,Reversal Commission,MY100335,772294029,772294029-1,Stainless Straw Set,,0.88,19 Jan 2026 - 25 Jan 2026
2026-01-23,Payment Fee Credit,MY100336,772294029,772294029-1,Stainless Straw Set,,0.64,19 Jan 2026 - 25 Jan 2026
2026-01-23,Reversal Promotional Charges Vouchers,MY100337,772294029,772294029-1,Stainless Straw Set,Reverses Promotional Charges Flexi-Combo,0.97,19 Jan 2026 - 25 Jan 2026
2026-01-24,Reversal Item Price,MY100338,710601608,710601608-1,Cotton Tote Bag,Buyer returned item,-129.00,19 Jan 2026 - 25 Jan 2026
2026-01-24,Reversal Commission,MY100339,710601608,710601608-1,Cotton Tote Bag,,5.80,19 Jan 2026 - 25 Jan 2026
2026-01-24,Payment Fee Credit,MY100340,710601608,710601608-1,Cotton Tote Bag,,4.22,19 Jan 2026 - 25 Jan 2026
2026-01-24,Reversal Promotional Charges Vouchers,MY100341,710601608,710601608-1,Cotton Tote Bag,Reverses Promotional Charges Flexi-Combo,6.45,19 Jan 2026 - 25 Jan 2026
2026-01-29,Item Price Credit,MY100342,783906497,783906497-1,Poly Mailer 100pcs,,89.00,26 Jan 2026 - 01 Feb 2026
2026-01-29,Commission,MY100343,783906497,783906497-1,Poly Mailer 100pcs,,-4.00,26 Jan 2026 - 01 Feb 2026
2026-01-29,Payment Fee,MY100344,783906497,783906497-1,Poly Mailer 100pcs,,-2.91,26 Jan 2026 - 01 Feb 2026
2026-01-29,Shipping Fee (Paid By Customer),MY100345,783906497,783906497-1,Poly Mailer 100pcs,,5.00,26 Jan 2026 - 01 Feb 2026
2026-01-29,Shipping Fee Paid by Seller,MY100346,783906497,783906497-1,Poly Mailer 100pcs,,-5.75,26 Jan 2026 - 01 Feb 2026
2026-01-29,Promotional Charges Vouchers,MY100347,783906497,783906497-1,Poly Mailer 100pcs,,-4.45,26 Jan 2026 - 01 Feb 2026
2026-01-29,Seller Picks Commission,MY100348,783906497,783906497-1,Poly Mailer 100pcs,,-2.67,26 Jan 2026 - 01 Feb 2026
2026-01-31,Item Price Credit,MY100349,779621540,779621540-1,Poly Mailer 100pcs,,24.00,26 Jan 2026 - 01 Feb 2026
2026-01-31,Commission,MY100350,779621540,779621540-1,Poly Mailer 100pcs,,-1.08,26 Jan 2026 - 01 Feb 2026
2026-01-31,Payment Fee,MY100351,779621540,779621540-1,Poly Mailer 100pcs,,-0.78,26 Jan 2026 - 01 Feb 2026
2026-01-31,Shipping Fee (Paid By Customer),MY100352,779621540,779621540-1,Poly Mailer 100pcs,,5.00,26 Jan 2026 - 01 Feb 2026
2026-01-31,Shipping Fee Paid by Seller,MY100353,779621540,779621540-1,Poly Mailer 100pcs,,-5.75,26 Jan 2026 - 01 Feb 2026
2026-01-28,Item Price Credit,MY100354,799247214,799247214-1,Ceramic Mug 350ml,,24.00,26 Jan 2026 - 01 Feb 2026
2026-01-28,Commission,MY100355,799247214,799247214-1,Ceramic Mug 350ml,,-1.08,26 Jan 2026 - 01 Feb 2026
2026-01-28,Payment Fee,MY100356,799247214,799247214-1,Ceramic Mug 350ml,,-0.78,26 Jan 2026 - 01 Feb 2026
2026-01-28,Item Price Credit,MY100357,759859294,759859294-1,Cotton Tote Bag,,19.50,26 Jan 2026 - 01 Feb 2026
2026-01-28,Commission,MY100358,759859294,759859294-1,Cotton Tote Bag,,-0.88,26 Jan 2026 - 01 Feb 2026
2026-01-28,Payment Fee,MY100359,759859294,759859294-1,Cotton Tote Bag,,-0.64,26 Jan 2026 - 01 Feb 2026
2026-01-28,Lazcoin discount,MY100360,759859294,759859294-1,Cotton Tote Bag,,-0.97,26 Jan 2026 - 01 Feb 2026
2026-01-28,Campaign Fee,MY100361,759859294,759859294-1,Cotton Tote Bag,,-0.39,26 Jan 2026 - 01 Feb 2026
2026-01-26,Item Price Credit,MY100362,777929043,777929043-1,Ceramic Mug 350ml,,48.00,26 Jan 2026 - 01 Feb 2026
2026-01-26,Commission,MY100363,777929043,777929043-1,Ceramic Mug 350ml,,-2.16,26 Jan 2026 - 01 Feb 2026
2026-01-26,Payment Fee,MY100364,777929043,777929043-1,Ceramic Mug 350ml,,-1.57,26 Jan 2026 - 01 Feb 2026
2026-01-26,Shipping Fee (Paid By Customer),MY100365,777929043,777929043-1,Ceramic Mug 350ml,,3.90,26 Jan 2026 - 01 Feb 2026
2026-01-26,Shipping Fee Paid by Seller,MY100366,777929043,777929043-1,Ceramic Mug 350ml,,-4.48,26 Jan 2026 - 01 Feb 2026
2026-01-26,Seller Funded Marketing Voucher,MY100367,777929043,777929043-1,Ceramic Mug 350ml,,-2.40,26 Jan 2026 - 01 Feb 2026
2026-01-28,Item Price Credit,MY100368,761931302,761931302-1,Baby Hair Clip Set,,12.90,26 Jan 2026 - 01 Feb 2026
2026-01-28,Commission,MY100369,761931302,761931302-1,Baby Hair Clip Set,,-0.58,26 Jan 2026 - 01 Feb 2026
2026-01-28,Payment Fee,MY100370,761931302,761931302-1,Baby Hair Clip Set,,-0.42,26 Jan 2026 - 01 Feb 2026
2026-01-28,Promotional Charges Vouchers,MY100371,761931302,761931302-1,Baby Hair Clip Set,,-0.64,26 Jan 2026 - 01 Feb 2026
2026-01-28,Item Price Credit,MY100372,720470860,720470860-1,Ceramic Mug 350ml,,12.90,26 Jan 2026 - 01 Feb 2026
2026-01-28,Commission,MY100373,720470860,720470860-1,Ceramic Mug 350ml,,-0.58,26 Jan 2026 - 01 Feb 2026
2026-01-28,Payment Fee,MY100374,720470860,720470860-1,Ceramic Mug 350ml,,-0.42,26 Jan 2026 - 01 Feb 2026
2026-01-28,Shipping Fee (Paid By Customer),MY100375,720470860,720470860-1,Ceramic Mug 350ml,,3.90,26 Jan 2026 - 01 Feb 2026
2026-01-28,Shipping Fee Paid by Seller,MY100376,720470860,720470860-1,Ceramic Mug 350ml,,-4.48,26 Jan 2026 - 01 Feb 2026
2026-01-28,Shipping Fee Voucher (by Lazada),MY100377,720470860,720470860-1,Ceramic Mug 350ml,,1.95,26 Jan 2026 - 01 Feb 2026
2026-01-28,Seller Funded Marketing Voucher,MY100378,720470860,720470860-1,Ceramic Mug 350ml,,-1.29,26 Jan 2026 - 01 Feb 2026
2026-01-28,Campaign Fee,MY100379,720470860,720470860-1,Ceramic Mug 350ml,,-0.26,26 Jan 2026 - 01 Feb 2026
2026-01-31,Item Price Credit,MY100380,762427223,762427223-1,Cotton Tote Bag,,62.50,26 Jan 2026 - 01 Feb 2026
2026-01-31,Commission,MY100381,762427223,762427223-1,Cotton Tote Bag,,-2.81,26 Jan 2026 - 01 Feb 2026
2026-01-31,Payment Fee,MY100382,762427223,762427223-1,Cotton Tote Bag,,-2.04,26 Jan 2026 - 01 Feb 2026
2026-01-31,Shipping Fee (Paid By Customer),MY100383,762427223,762427223-1,Cotton Tote Bag,,5.00,26 Jan 2026 - 01 Feb 2026
2026-01-31,Shipping Fee Paid by Seller,MY100384,762427223,762427223-1,Cotton Tote Bag,,-5.75,26 Jan 2026 - 01 Feb 2026
2026-01-31,Shipping Fee Voucher (by Lazada),MY100385,762427223,762427223-1,Cotton Tote Bag,,2.50,26 Jan 2026 - 01 Feb 2026
2026-01-31,LCP Fee,MY100386,762427223,762427223-1,Cotton Tote Bag,,-3.12,26 Jan 2026 - 01 Feb 2026
2026-01-31,Item Price Credit,MY100387,733273350,733273350-1,Baby Hair Clip Set,,48.00,26 Jan 2026 - 01 Feb 2026
2026-01-31,Commission,MY100388,733273350,733273350-1,Baby Hair Clip Set,,-2.16,26 Jan 2026 - 01 Feb 2026
2026-01-31,Payment Fee,MY100389,733273350,733273350-1,Baby Hair Clip Set,,-1.57,26 Jan 2026 - 01 Feb 2026
2026-01-31,Promotional Charges Bundles,MY100390,733273350,733273350-1,Baby Hair Clip Set,,-4.80,26 Jan 2026 - 01 Feb 2026
2026-01-28,Item Price Credit,MY100391,737544763,737544763-1,Stainless Straw Set,,19.50,26 Jan 2026 - 01 Feb 2026
2026-01-28,Commission,MY100392,737544763,737544763-1,Stainless Straw Set,,-0.88,26 Jan 2026 - 01 Feb 2026
2026-01-28,Payment Fee,MY100393,737544763,737544763-1,Stainless Straw Set,,-0.64,26 Jan 2026 - 01 Feb 2026
2026-01-28,Shipping Fee (Paid By Customer),MY100394,737544763,737544763-1,Stainless Straw Set,,5.00,26 Jan 2026 - 01 Feb 2026
2026-01-28,Shipping Fee Paid by Seller,MY100395,737544763,737544763-1,Stainless Straw Set,,-5.75,26 Jan 2026 - 01 Feb 2026
2026-01-27,Item Price Credit,MY100396,758851200,758851200-1,Cotton Tote Bag,,210.00,26 Jan 2026 - 01 Feb 2026
2026-01-27,Commission,MY100397,758851200,758851200-1,Cotton Tote Bag,,-9.45,26 Jan 2026 - 01 Feb 2026
2026-01-27,Payment Fee,MY100398,758851200,758851200-1,Cotton Tote Bag,,-6.87,26 Jan 2026 - 01 Feb 2026
